0, 25179.572265625, -1302.681884765625, -2939.76806640625, -20.585954666137695, -67.92694091796875, -3084.272216796875, -6500.8701171875, -49681.75390625, , 1719442251671.596
1, 22970.3046875, -7628.60498046875, -8112.07275390625, -910.7440795898438, -815.6597900390625, -5892.74609375, -10776.3779296875, -49707.97265625, , 1719442251675.329
2, 23425.474609375, -9432.9267578125, -9693.5703125, -620.126708984375, -480.3836364746094, -6933.71142578125, -12379.6689453125, -49699.65625, , 1719442251679.483
3, 25740.087890625, -3505.915283203125, -4926.279296875, 387.1768798828125, 398.9115295410156, -4338.87548828125, -8414.693359375, -49668.74609375, , 1719442251683.152
4, 25760.271484375, -413.4625244140625, -2221.94189453125, 219.67291259765625, 153.75762939453125, -2712.51806640625, -5953.22998046875, -49665.45703125, , 1719442251687.3
5, 23412.265625, -5888.1865234375, -6701.23095703125, -739.4850463867188, -694.088623046875, -5080.64013671875, -9506.3525390625, -49691.87890625, , 1719442251690.956
6, 23001.685546875, -9741.5146484375, -9978.2197265625, -763.2225952148438, -622.4066162109375, -7054.07568359375, -12530.8779296875, -49691.34375, , 1719442251694.662
7, 25204.115234375, -4776.74609375, -6449.8408203125, 178.83628845214844, 220.67874145507812, -5180.8876953125, -9683.712890625, -49666.80078125, , 1719442251698.808
8, 26132.6953125, 589.8848266601562, -2096.548583984375, 396.49755859375, 322.53564453125, -2685.69580078125, -5932.04052734375, -49656.47265625, , 1719442251702.866
9, 24027.49609375, -3185.324462890625, -5148.90234375, -480.5848083496094, -473.54400634765625, -4235.6103515625, -8203.46875, -49676.72265625, , 1719442251706.495
10, 22788.8515625, -8702.5615234375, -9697.794921875, -920.4000244140625, -784.8814086914062, -6859.34716796875, -12218.19921875, -49696.7734375, , 1719442251710.546
11, 24556.5625, -6386.2724609375, -7911.04150390625, -159.39027404785156, -64.44007110595703, -5987.0927734375, -10889.3662109375, -49685.30859375, , 1719442251714.178
12, 26252.1875, -129.88597106933594, -2671.077880859375, 442.63153076171875, 397.3692626953125, -3033.0419921875, -6438.0390625, -49657.2109375, , 1719442251718.238
13, 24706.900390625, -1514.978759765625, -3739.46875, -227.85365295410156, -247.70199584960938, -3484.591796875, -7043.48095703125, -49676.45703125, , 1719442251722.366
14, 22807.025390625, -7820.986328125, -8948.251953125, -912.6216430664062, -784.0767211914062, -6403.70703125, -11472.1435546875, -49697.2421875, , 1719442251726.014
15, 23896.873046875, -7847.5400390625, -9087.5927734375, -427.4100036621094, -297.7922668457031, -6614.32763671875, -11825.255859375, -49691.07421875, , 1719442251730.127
16, 26054.375, -1414.731201171875, -3801.15966796875, 420.1009826660156, 407.09228515625, -3673.888671875, -7386.26708984375, -49677.4609375, , 1719442251733.772
17, 25346.13671875, -222.75746154785156, -2676.777587890625, 39.093196868896484, -10.192394256591797, -2930.246337890625, -6201.06591796875, -49691.67578125, , 1719442251738.009
18, 23078.1953125, -6463.05078125, -7763.1845703125, -864.8112182617188, -779.7181396484375, -5681.18701171875, -10370.224609375, -49721.984375, , 1719442251741.646
19, 23339.30859375, -8874.3564453125, -9779.2001953125, -703.14111328125, -551.260986328125, -6939.14306640625, -12341.447265625, -49719.5703125, , 1719442251745.764
20, 25653.853515625, -3308.37060546875, -5250.82666015625, 237.30844116210938, 269.2267150878906, -4456.62451171875, -8595.7421875, -49698.44921875, , 1719442251749.399
21, 25858.171875, 330.31402587890625, -2126.455322265625, 303.9613342285156, 244.95274353027344, -2665.71337890625, -5817.443359375, -49707.5703125, , 1719442251753.521
22, 23552.87890625, -4838.90625, -6311.103515625, -695.496826171875, -647.8875732421875, -4836.02294921875, -9096.443359375, -49736.8046875, , 1719442251757.161
23, 22927.455078125, -9235.7177734375, -9935.2373046875, -882.5808715820312, -731.6395874023438, -6966.30029296875, -12398.578125, -49740.42578125, , 1719442251761.309
24, 25048.814453125, -5289.517578125, -6821.3271484375, 26.084482192993164, 96.8947982788086, -5319.22265625, -9895.943359375, -49711.66015625, , 1719442251764.937
25, 26157.505859375, 170.3873291015625, -2220.399658203125, 408.0310363769531, 355.3256530761719, -2725.526611328125, -5938.88037109375, -49709.04296875, , 1719442251769.044
