EEG Channel 1,EEG Channel 2,EEG Channel 3,EEG Channel 4,EEG Channel 5,EEG Channel 6,EEG Channel 7,EEG Channel 8,Marker
-28628.357421875,21586.552734375,211309.71875,25286.927734375,137962.4375,303659.65625,-15120.0146484375,-19443.9375,0.0
-28617.76171875,21954.685546875,216966.765625,26231.400390625,139389.4375,309012.875,-15074.6181640625,-19198.3125,0.0
-28795.591796875,20965.888671875,213381.65625,24417.2890625,137302.8125,306926.4375,-15279.6728515625,-19766.337890625,0.0
-28868.4140625,20380.697265625,207322.21875,23094.22265625,135446.59375,301196.59375,-15385.9560546875,-20157.60546875,0.0
-28687.701171875,21238.46875,209344.671875,24568.296875,137057.1875,302160.09375,-15191.96484375,-19653.685546875,0.0
-28581.3515625,22026.501953125,216375.078125,26279.748046875,139345.65625,308226.4375,-15049.673828125,-19154.7265625,0.0
-28742.75390625,21233.841796875,215073.59375,24992.220703125,137983.5,308270.84375,-15221.267578125,-19591.79296875,0.0
-28867.005859375,20382.978515625,208513.390625,23228.533203125,135663.1875,302411.625,-15385.7548828125,-20130.783203125,0.0
-28751.73828125,20867.318359375,207765.71875,23915.916015625,136253.0,300985.03125,-15256.5390625,-19855.857421875,0.0
-28702.98828125,21517.015625,216349.265625,25484.740234375,138554.46875,309119.8125,-15159.107421875,-19394.986328125,0.0
-28852.25390625,20524.330078125,210146.453125,23560.92578125,136138.140625,303980.59375,-15354.171875,-20011.89453125,0.0
-28809.740234375,20589.10546875,206859.265625,23456.65625,135735.9375,300372.0625,-15313.5361328125,-20007.0,0.0
-28648.00390625,21771.021484375,216978.375,25981.955078125,139086.953125,309285.25,-15090.845703125,-19244.447265625,0.0
-28817.5859375,20731.53125,212015.953125,24019.248046875,136717.953125,305724.28125,-15302.94140625,-19858.404296875,0.0
-28838.10546875,20406.513671875,206810.3125,23188.8359375,135429.15625,300565.71875,-15348.0693359375,-20102.822265625,0.0
-28639.017578125,21470.14453125,210784.875,25119.2890625,137673.828125,303233.53125,-15131.81640625,-19480.951171875,0.0
-28775.07421875,20995.259765625,213848.4375,24549.185546875,137387.234375,307308.875,-15257.142578125,-19699.08203125,0.0
-28854.802734375,20341.3359375,207555.5625,23129.626953125,135426.953125,301417.125,-15386.4248046875,-20137.48828125,0.0
-28694.541015625,21114.6171875,208878.5625,24416.484375,136768.1875,301774.0625,-15202.693359375,-19690.56640625,0.0
-28580.478515625,22008.798828125,216062.859375,26273.2421875,139207.71875,307866.84375,-15040.6884765625,-19139.037109375,0.0
-28737.12109375,21303.51171875,215419.8125,25154.494140625,138067.3125,308495.28125,-15196.390625,-19520.71484375,0.0
-28864.66015625,20409.0625,208870.859375,23335.75390625,135695.03125,302740.9375,-15372.41015625,-20088.404296875,0.0
-28777.15234375,20778.40234375,207427.703125,23813.724609375,136010.1875,300717.46875,-15277.125,-19898.369140625,0.0
-28604.8203125,21907.2109375,214465.484375,26047.333984375,138819.9375,306321.625,-15073.076171875,-19223.59375,0.0
-28706.140625,21568.044921875,216503.15625,25669.6796875,138647.140625,309135.53125,-15163.6005859375,-19392.505859375,0.0
-28868.884765625,20545.990234375,210528.390625,23678.33984375,136172.265625,304332.8125,-15382.9384765625,-20028.5234375,0.0
-28842.93359375,20495.630859375,206726.5,23336.759765625,135472.40625,300321.65625,-15368.521484375,-20086.52734375,0.0
-28645.25390625,21661.7890625,212393.34375,25532.015625,138110.828125,304542.71875,-15131.1455078125,-19389.95703125,0.0
-28667.71875,21796.3671875,216972.140625,26071.138671875,139057.3125,309183.40625,-15123.8369140625,-19271.068359375,0.0
-28846.287109375,20768.009765625,212393.34375,24155.169921875,136778.3125,306040.59375,-15345.72265625,-19885.830078125,0.0
-28894.498046875,20342.744140625,206841.4375,23151.21875,135300.609375,300609.84375,-15415.392578125,-20183.01953125,0.0
-28707.28125,21335.69921875,210219.546875,24913.4296875,137312.265625,302762.65625,-15194.982421875,-19587.904296875,0.0
-28641.23046875,21922.095703125,216659.125,26281.9609375,139224.953125,308539.71875,-15099.294921875,-19200.056640625,0.0
-28812.69140625,21020.5390625,214187.671875,24661.83984375,137405.671875,307548.25,-15297.107421875,-19709.341796875,0.0
-28901.740234375,20299.29296875,207742.390625,23159.130859375,135354.53125,301597.96875,-15427.7978515625,-20182.21484375,0.0
-28759.44921875,20976.1484375,208325.90625,24270.236328125,136481.921875,301300.90625,-15258.4833984375,-19788.599609375,0.0
-28616.689453125,21953.814453125,215630.21875,26253.998046875,139059.53125,307403.6875,-15082.6650390625,-19188.58984375,0.0
-28896.578125,20395.853515625,209184.40625,23387.587890625,135705.890625,303049.125,-15410.095703125,-20106.0390625,0.0
-28819.8671875,20657.435546875,207078.46875,23687.2578125,135805.140625,300439.125,-15329.62890625,-19973.60546875,0.0
-28615.080078125,21828.21875,213889.609375,25953.189453125,138621.796875,305786.375,-15100.2333984375,-19261.748046875,0.0
-28690.517578125,21617.12890625,216669.921875,25774.419921875,138684.359375,309191.03125,-15159.443359375,-19343.95703125,0.0
-28859.228515625,20579.115234375,210967.34375,23806.34765625,136262.859375,304728.84375,-15373.8857421875,-19978.701171875,0.0
-28850.845703125,20426.8984375,206661.796875,23300.953125,135366.46875,300297.15625,-15377.23828125,-20093.166015625,0.0
-28648.80859375,21574.6171875,211854.953125,25424.189453125,137890.6875,304079.875,-15144.2216796875,-19410.810546875,0.0
-28653.369140625,21815.880859375,217010.015625,26156.701171875,139064.484375,309118.5,-15118.673828125,-19236.46875,0.0
-28830.125,20812.533203125,212893.703125,24281.435546875,136858.234375,306474.78125,-15330.43359375,-19829.236328125,0.0
-28892.15234375,20316.32421875,207070.828125,23130.6328125,135181.53125,300871.90625,-15419.416015625,-20173.765625,0.0
-28726.927734375,21237.1953125,209711.9375,24792.26171875,137037.203125,302351.8125,-15218.9208984375,-19640.2734375,0.0
-28638.884765625,21931.953125,216457.28125,26355.85546875,139171.578125,308265.46875,-15104.1220703125,-19196.904296875,0.0
-28796.59765625,21093.427734375,214564.984375,24876.416015625,137564.203125,307814.59375,-15287.5185546875,-19669.2421875,0.0
-28894.6328125,20311.095703125,208054.453125,23194.537109375,135333.8125,301915.09375,-15436.11328125,-20177.251953125,0.0
-28763.80859375,20890.65234375,207980.234375,24078.123046875,136173.609375,301074.28125,-15287.7197265625,-19845.330078125,0.0
-28615.6171875,21918.609375,215285.359375,26164.8828125,138859.296875,307079.8125,-15102.580078125,-19214.2734375,0.0
-28748.18359375,21377.80859375,215963.765625,25424.525390625,138224.359375,308809.375,-15226.498046875,-19495.76953125,0.0
-28894.833984375,20410.873046875,209628.65625,23477.978515625,135766.984375,303473.71875,-15419.1474609375,-20097.189453125,0.0
-28642.572265625,21747.552734375,213422.4375,25835.57421875,138396.75,305391.6875,-15135.83984375,-19329.138671875,0.0
-28697.357421875,21641.3359375,216830.046875,25910.474609375,138779.03125,309236.78125,-15157.69921875,-19333.09375,0.0
-28874.11328125,20605.802734375,211494.734375,23897.208984375,136342.3125,305229.96875,-15374.6904296875,-19957.4453125,0.0
-28875.65625,20373.9921875,206741.109375,23213.78125,135235.5,300419.875,-15399.7021484375,-20132.52734375,0.0
-28671.875,21477.1171875,211317.03125,25273.181640625,137666.328125,303611.3125,-15172.8544921875,-19475.251953125,0.0
-28645.322265625,21838.61328125,217016.390625,26165.3515625,139040.34375,309031.59375,-15118.673828125,-19205.0859375,0.0
-28828.716796875,20858.869140625,213398.296875,24406.626953125,137022.0625,306895.28125,-15335.1943359375,-19788.533203125,0.0
-28900.869140625,20272.203125,207274.078125,23124.1953125,135235.703125,301074.46875,-15442.21484375,-20190.796875,0.0
-28727.59765625,21126.552734375,209252.328125,24586.46875,136839.859375,301996.0,-15240.3115234375,-19687.681640625,0.0
-28616.82421875,21933.361328125,216285.484375,26295.3046875,139133.296875,308069.125,-15094.869140625,-19179.068359375,0.0
-28771.05078125,21161.48828125,214994.9375,24977.53515625,137738.0,308156.90625,-15259.7578125,-19607.216796875,0.0
-28883.099609375,20335.771484375,208429.90625,23235.23828125,135444.109375,302293.875,-15422.2998046875,-20143.994140625,2.0
-28768.30078125,20822.255859375,207652.0625,23945.01953125,136056.453125,300831.28125,-15289.060546875,-19876.2421875,0.0
-28602.138671875,21906.673828125,214820.53125,26153.818359375,138855.6875,306610.8125,-15082.798828125,-19209.779296875,0.0
-28721.83203125,21466.791015625,216212.203125,25555.953125,138400.84375,308938.90625,-15190.154296875,-19425.49609375,0.0
-28881.2890625,20471.15625,210089.453125,23545.90625,135882.25,303923.65625,-15399.3662109375,-20042.873046875,0.0
-28849.3046875,20529.091796875,206781.75,23450.486328125,135482.796875,300308.375,-15360.5419921875,-20044.884765625,0.0
-28646.05859375,21707.990234375,212908.859375,25683.357421875,138193.25,304974.28125,-15125.9150390625,-19339.330078125,0.0
-28687.298828125,21722.47265625,216929.890625,25980.2109375,138854.203125,309248.90625,-15146.9033203125,-19301.845703125,0.0
-28863.85546875,20678.556640625,211897.46875,24038.091796875,136539.921875,305590.65625,-15370.197265625,-19930.220703125,0.0
-28898.58984375,20338.587890625,206726.15625,23168.318359375,135230.203125,300462.65625,-15421.025390625,-20167.26171875,0.0
-28695.412109375,21404.4296875,210754.78125,25076.708984375,137449.203125,303204.46875,-15184.455078125,-19531.443359375,0.0
-28642.572265625,21892.525390625,216856.46875,26239.3125,139110.359375,308815.40625,-15100.76953125,-19200.392578125,0.0
-28818.927734375,20950.33203125,213761.59375,24579.294921875,137227.109375,307192.3125,-15302.94140625,-19748.904296875,0.0
-28901.40625,20295.671875,207510.234375,23103.072265625,135211.4375,301364.34375,-15423.1044921875,-20180.203125,0.0
-28746.5078125,21060.638671875,208803.265625,24387.716796875,136573.453125,301690.59375,-15235.8857421875,-19739.986328125,0.0
-28853.259765625,20482.0859375,206757.015625,23327.171875,135329.578125,300363.09375,-15378.244140625,-20087.734375,0.0
-28849.236328125,20750.5078125,212443.421875,24146.18359375,136659.75,306089.0625,-15361.48046875,-19885.16015625,0.0
-28699.033203125,21333.015625,210286.59375,24872.794921875,137161.265625,302841.71875,-15197.060546875,-19588.775390625,0.0
-28892.888671875,20284.40625,207815.546875,23117.154296875,135210.828125,301690.59375,-15431.2177734375,-20181.74609375,0.0
-28755.224609375,20962.40234375,208442.78125,24212.63671875,136315.15625,301445.5625,-15268.005859375,-19789.740234375,0.0
-28623.126953125,21930.009765625,215722.15625,26213.564453125,138910.0,307512.65625,-15094.3994140625,-19199.51953125,0.0
-28766.087890625,21310.955078125,215747.84375,25255.61328125,137996.171875,308722.53125,-15238.76953125,-19536.205078125,0.0
-28904.2890625,20372.78515625,209279.96875,23360.765625,135585.0625,303150.15625,-15427.9990234375,-20127.4296875,0.0
-28828.78515625,20636.580078125,207168.859375,23650.646484375,135680.8125,300539.90625,-15346.19140625,-19994.99609375,0.0
-28627.3515625,21799.251953125,213952.5,25941.251953125,138532.875,305845.84375,-15114.9853515625,-19282.869140625,0.0
-28698.02734375,21590.576171875,216719.203125,25783.5390625,138623.328125,309228.3125,-15167.35546875,-19363.603515625,0.0
-28861.84375,20553.6328125,211064.375,23749.216796875,136125.0625,304838.28125,-15381.5302734375,-19991.041015625,0.0
-28855.740234375,20413.95703125,206758.8125,23240.0,135218.609375,300400.09375,-15387.2294921875,-20113.416015625,0.0
-28647.1328125,21553.494140625,211910.53125,25373.83203125,137746.921875,304137.96875,-15152.5361328125,-19430.994140625,0.0
-28643.712890625,21804.68359375,217067.953125,26130.884765625,138951.03125,309174.625,-15122.0927734375,-19245.251953125,0.0
-28821.07421875,20800.798828125,212926.359375,24291.828125,136812.84375,306497.5,-15333.1162109375,-19840.3671875,0.0
-28882.763671875,20297.28125,207074.515625,23103.2734375,135125.125,300872.96875,-15423.5732421875,-20185.90234375,0.0
-28697.357421875,21234.9140625,209780.65625,24742.908203125,136966.734375,302429.3125,-15209.4658203125,-19634.57421875,0.0
-28613.203125,21939.93359375,216570.546875,26308.783203125,139108.875,308394.96875,-15084.3408203125,-19187.986328125,0.0
-28782.71875,21094.76953125,214646.65625,24857.974609375,137538.515625,307894.71875,-15273.4365234375,-19664.548828125,0.0
-28888.1953125,20308.94921875,208118.90625,23203.72265625,135338.359375,301967.53125,-15429.8095703125,-20173.69921875,0.0
-28762.802734375,20878.8515625,208026.03125,24066.455078125,136157.78125,301104.1875,-15284.970703125,-19843.787109375,0.0
-28616.755859375,21911.099609375,215317.546875,26154.421875,138834.359375,307090.46875,-15096.880859375,-19209.244140625,0.0
-28750.93359375,21386.861328125,216041.8125,25388.181640625,138165.6875,308873.0,-15218.5859375,-19484.103515625,0.0
-28887.79296875,20421.400390625,209691.140625,23472.212890625,135745.390625,303503.40625,-15409.291015625,-20085.654296875,0.0
-28819.0625,20578.310546875,206993.71875,23533.970703125,135541.75,300417.46875,-15337.876953125,-20015.248046875,0.0
-28625.33984375,21753.05078125,213499.484375,25796.078125,138317.890625,305451.90625,-15101.0380859375,-19304.595703125,0.0
-28689.041015625,21643.75,216894.546875,25857.03125,138679.796875,309291.5,-15137.248046875,-19320.353515625,0.0
-28855.271484375,20609.958984375,211564.59375,23865.357421875,136267.21875,305289.15625,-15352.6962890625,-19944.771484375,0.0
-28869.689453125,20368.560546875,206800.1875,23147.59765625,135120.375,300496.65625,-15384.279296875,-20133.263671875,0.0
-28664.90234375,21477.654296875,211382.75,25192.71484375,137508.875,303714.4375,-15150.390625,-19475.251953125,0.0
-28643.109375,21839.349609375,217019.40625,26182.31640625,138982.609375,309037.15625,-15096.880859375,-19219.63671875,0.0
-28823.755859375,20861.55078125,213392.125,24402.201171875,136938.84375,306895.28125,-15314.876953125,-19800.0,0.0
-28890.609375,20283.87109375,207308.140625,23111.455078125,135136.46875,301115.84375,-15416.130859375,-20192.607421875,0.0
-28719.08203125,21133.326171875,209312.421875,24581.5078125,136743.3125,302055.03125,-15213.8916015625,-19684.060546875,0.0
-28615.75,21934.904296875,216332.5,26297.919921875,139044.234375,308110.78125,-15071.935546875,-19178.8671875,0.0
-28774.068359375,21155.521484375,215089.296875,24950.4453125,137607.578125,308252.40625,-15235.4169921875,-19604.265625,0.0
-28890.07421875,20319.341796875,208525.25,23228.6015625,135346.21875,302382.3125,-15399.03125,-20146.541015625,0.0
-28778.29296875,20800.93359375,207746.671875,23944.416015625,135974.453125,300915.875,-15273.7724609375,-19882.8125,0.0
-28613.203125,21894.26953125,214949.953125,26130.818359375,138751.953125,306739.375,-15070.728515625,-19215.412109375,0.0
-28729.20703125,21458.744140625,216328.671875,25541.603515625,138307.171875,309054.65625,-15173.591796875,-19439.310546875,0.0
-28883.904296875,20458.75,210130.828125,23563.33984375,135834.171875,303944.4375,-15388.97265625,-20067.55078125,0.0
-28838.775390625,20533.115234375,206887.5625,23437.208984375,135405.21875,300394.53125,-15342.90625,-20059.90625,0.0
-28631.375,21712.080078125,213022.578125,25671.958984375,138126.984375,305066.34375,-15102.78125,-19345.431640625,0.0
-28678.380859375,21718.78515625,217023.828125,25952.853515625,138765.015625,309328.71875,-15122.0263671875,-19299.8359375,0.0
-28856.478515625,20690.896484375,212008.90625,24014.689453125,136442.828125,305693.3125,-15343.978515625,-19931.5625,0.0
-28876.39453125,20369.298828125,206857.453125,23165.166015625,135138.140625,300590.46875,-15392.59375,-20167.462890625,0.0
-28684.28125,21413.482421875,210821.03125,25097.49609375,137384.015625,303248.59375,-15181.83984375,-19546.59765625,0.0
-28647.9375,21889.0390625,216909.90625,26243.3359375,139048.59375,308851.875,-15110.6943359375,-19223.525390625,0.0
-28829.052734375,20949.794921875,213844.875,24520.150390625,137093.671875,307281.78125,-15312.9326171875,-19768.283203125,0.0
-28904.423828125,20304.45703125,207550.140625,23081.482421875,135109.03125,301396.8125,-15430.279296875,-20205.013671875,0.0
-28748.85546875,21074.51953125,208828.609375,24420.171875,136534.90625,301678.65625,-15249.6318359375,-19761.779296875,0.0
-28626.345703125,21946.37109375,216035.3125,26244.8125,138955.453125,307797.3125,-15097.751953125,-19206.2265625,0.0
-28773.1953125,21251.0078125,215397.875,25118.3515625,137805.390625,308443.5625,-15250.0341796875,-19591.525390625,0.0
-28901.80859375,20361.51953125,208887.953125,23307.0546875,135459.53125,302729.46875,-15419.8857421875,-20149.08984375,0.0
-28804.845703125,20729.453125,207439.4375,23800.380859375,135799.84375,300703.71875,-15311.859375,-19948.99609375,0.0
-28625.7421875,21861.009765625,214485.1875,26027.28515625,138596.109375,306325.84375,-15093.1923828125,-19259.064453125,0.0
-28729.87890625,21526.939453125,216587.96875,25614.89453125,138382.46875,309219.40625,-15180.5654296875,-19414.767578125,0.0
-28895.705078125,20503.341796875,210602.890625,23636.900390625,135923.15625,304401.40625,-15395.4775390625,-20049.4453125,0.0
-28870.29296875,20457.341796875,206755.328125,23307.7265625,135238.78125,300334.25,-15377.7080078125,-20112.947265625,0.0
-28662.48828125,21631.14453125,212468.578125,25468.3125,137846.5,304613.25,-15132.3525390625,-19404.5078125,0.0
-28685.48828125,21759.353515625,217074.265625,25986.11328125,138762.9375,309292.5,-15128.396484375,-19288.033203125,0.0
-28870.76171875,20729.05078125,212499.21875,24077.05078125,136505.859375,306150.09375,-15350.349609375,-19900.046875,0.0
-28917.1640625,20305.529296875,206946.703125,23077.66015625,135025.28125,300723.3125,-15414.6552734375,-20205.1484375,0.0
-28730.75,21295.3984375,210255.140625,24895.59375,137098.828125,302790.28125,-15195.8544921875,-19621.431640625,0.0
-28660.609375,21886.423828125,216788.46875,26208.1328125,138946.9375,308685.78125,-15093.7958984375,-19213.46875,0.0
-28828.8515625,20990.564453125,214290.328125,24632.9375,137191.171875,307654.53125,-15282.6904296875,-19721.478515625,0.0
-28914.01171875,20271.80078125,207828.546875,23107.431640625,135125.0625,301692.25,-15411.90625,-20189.322265625,0.0
-28763.40625,20949.99609375,208450.6875,24184.80859375,136217.796875,301455.46875,-15249.0283203125,-19797.787109375,0.0
-28628.69140625,21908.349609375,215710.5625,26160.322265625,138787.828125,307513.125,-15081.7255859375,-19209.376953125,1.0
-28765.88671875,21300.6953125,215789.6875,25206.73046875,137855.21875,308784.875,-15218.853515625,-19537.814453125,0.0
-28898.791015625,20368.76171875,209239.65625,23422.859375,135567.625,303098.46875,-15409.693359375,-20136.080078125,0.0
-28822.951171875,20633.8984375,207143.84375,23688.263671875,135639.90625,300507.71875,-15327.1484375,-20000.62890625,0.0
-28636.537109375,21791.541015625,213973.625,25907.724609375,138405.609375,305883.0625,-15101.3056640625,-19298.427734375,0.0
-28717.00390625,21562.814453125,216718.125,25723.658203125,138465.078125,309251.59375,-15170.0380859375,-19388.482421875,0.0
-28877.265625,20536.736328125,211080.53125,23699.26171875,135980.953125,304876.5625,-15386.2236328125,-20016.65625,0.0
-28659.537109375,21532.37109375,211858.4375,25410.98046875,137724.921875,304069.84375,-15144.4892578125,-19464.25390625,0.0
-28660.140625,21777.189453125,217036.515625,26120.423828125,138876.328125,309142.4375,-15112.638671875,-19263.55859375,0.0
-28836.83203125,20783.1640625,212944.328125,24254.009765625,136697.234375,306523.84375,-15322.72265625,-19853.041015625,0.0
-28888.798828125,20283.802734375,207093.21875,23060.6953125,134997.328125,300900.65625,-15411.302734375,-20201.52734375,0.0
-28715.126953125,21208.830078125,209793.265625,24661.4375,136784.953125,302460.15625,-15205.041015625,-19659.98828125,0.0
-28634.19140625,21892.79296875,216577.65625,26215.306640625,138905.09375,308425.8125,-15088.7666015625,-19214.7421875,0.0
-28796.59765625,21054.40234375,214685.953125,24757.728515625,137305.15625,307968.625,-15268.7431640625,-19688.083984375,0.0
-28904.892578125,20279.9140625,208152.828125,23154.03515625,135156.109375,302017.0625,-15423.1708984375,-20197.1015625,0.0
-28770.3125,20859.40625,208035.890625,24084.962890625,136053.84375,301108.875,-15274.4423828125,-19861.69140625,0.0
-28612.3984375,21887.8984375,215317.28125,26159.65234375,138720.03125,307104.625,-15082.4638671875,-19222.318359375,0.0
-28740.541015625,21357.55859375,216034.90625,25374.234375,138026.8125,308888.5,-15201.3525390625,-19493.958984375,0.0
-28884.0390625,20393.640625,209728.21875,23416.421875,135544.296875,303583.34375,-15396.6845703125,-20094.70703125,0.0
-28824.158203125,20564.966796875,207063.78125,23485.287109375,135354.265625,300530.65625,-15336.8037109375,-20023.830078125,0.0
-28688.70703125,21627.052734375,216944.4375,25791.98828125,138493.3125,309386.71875,-15136.443359375,-19334.16796875,0.0
-28859.697265625,20597.5546875,211611.140625,23827.470703125,136095.21875,305373.4375,-15352.025390625,-19961.1328125,0.0
-28865.12890625,20357.228515625,206806.296875,23158.39453125,134994.171875,300525.5,-15374.4892578125,-20146.67578125,0.0
-28658.8671875,21458.9453125,211393.609375,25188.892578125,137384.015625,303749.03125,-15138.455078125,-19486.31640625,0.0
-28635.330078125,21826.87890625,217045.5,26157.841796875,138832.34375,309096.625,-15082.9326171875,-19227.884765625,0.0
-28809.875,20852.498046875,213366.3125,24437.271484375,136856.03125,306880.71875,-15289.865234375,-19802.48046875,0.0
-28879.076171875,20273.341796875,207292.71875,23084.296875,134980.09375,301131.6875,-15401.84765625,-20183.35546875,0.0
-28711.169921875,21128.833984375,209292.90625,24556.830078125,136592.03125,302069.3125,-15217.646484375,-19689.158203125,0.0
-28592.013671875,21930.34375,216313.921875,26295.103515625,138934.40625,308115.46875,-15056.580078125,-19170.083984375,0.0
-28740.875,21161.154296875,215083.0625,24944.744140625,137505.25,308273.9375,-15213.6240234375,-19589.78125,0.0
-28858.2890625,20332.619140625,208558.78125,23194.537109375,135199.625,302465.0625,-15371.806640625,-20124.01171875,0.0
-28746.642578125,20811.193359375,207782.078125,23894.59375,135800.84375,301015.65625,-15241.048828125,-19861.556640625,0.0
-28580.14453125,21889.642578125,214915.625,26092.060546875,138600.203125,306760.5,-15047.9306640625,-19208.103515625,0.0
-28701.71484375,21451.5703125,216295.546875,25521.755859375,138183.109375,309060.28125,-15159.2421875,-19434.4140625,0.0
-28863.720703125,20457.611328125,210154.09375,23557.103515625,135727.21875,303999.4375,-15371.8740234375,-20051.591796875,0.0
-28832.13671875,20479.001953125,206808.984375,23326.43359375,135171.671875,300406.8125,-15339.6201171875,-20075.26171875,0.0
-28630.30078125,21646.701171875,212445.375,25532.216796875,137823.90625,304587.5625,-15101.5068359375,-19382.783203125,0.0
-28656.654296875,21767.9375,217071.375,26031.912109375,138728.28125,309286.125,-15103.2509765625,-19268.720703125,0.0
-28837.099609375,20740.11328125,212500.09375,24092.943359375,136430.09375,306158.875,-15325.2705078125,-19880.80078125,0.0
-28873.041015625,20317.80078125,206959.515625,23078.93359375,134929.59375,300754.5625,-15392.326171875,-20169.67578125,0.0
-28676.369140625,21313.63671875,210279.546875,24886.474609375,136998.1875,302841.25,-15168.4951171875,-19578.583984375,0.0
-28604.75390625,21915.390625,216743.0,26258.423828125,138924.34375,308646.40625,-15067.7783203125,-19188.12109375,0.0
-28773.53125,21022.88671875,214276.984375,24664.65625,137147.1875,307656.21875,-15255.6669921875,-19692.7109375,0.0
-28873.17578125,20299.560546875,207881.453125,23097.44140625,135027.296875,301778.875,-15397.82421875,-20169.67578125,0.0
-28736.248046875,20970.91796875,208494.40625,24198.21875,136153.6875,301524.40625,-15231.2587890625,-19779.078125,0.0
-28595.56640625,21945.900390625,215779.421875,26213.162109375,138778.234375,307604.375,-15046.1201171875,-19171.22265625,0.0
-28730.75,21342.068359375,215836.75,25245.353515625,137835.765625,308865.8125,-15182.3759765625,-19498.251953125,0.0
-28866.470703125,20412.28125,209359.15625,23379.072265625,135435.734375,303289.03125,-15370.130859375,-20084.6484375,0.0
-28786.740234375,20671.046875,207258.109375,23670.091796875,135531.625,300693.0,-15285.640625,-19945.7109375,0.0
-28609.044921875,21821.24609375,214030.015625,25912.486328125,138336.671875,306002.90625,-15073.947265625,-19263.826171875,0.0
-28684.28125,21606.19921875,216788.203125,25769.658203125,138444.703125,309377.46875,-15131.5478515625,-19353.076171875,0.0
-28846.419921875,20581.05859375,211119.828125,23782.0078125,136018.234375,304952.15625,-15340.6259765625,-19975.416015625,0.0
-28836.02734375,20440.51171875,206826.28125,23280.099609375,135135.859375,300528.96875,-15336.87109375,-20087.533203125,0.0
-28630.5703125,21568.447265625,211948.09375,25427.744140625,137698.171875,304231.3125,-15101.4404296875,-19408.732421875,0.0
-28637.07421875,21816.751953125,217079.828125,26154.623046875,138878.28125,309246.84375,-15076.49609375,-19223.32421875,0.0
-28815.373046875,20822.255859375,213021.3125,24252.802734375,136656.203125,306671.96875,-15290.9384765625,-19812.203125,0.0
-28866.26953125,20319.677734375,207152.90625,23088.521484375,134976.53125,301022.78125,-15381.1279296875,-20155.59375,0.0
-28686.158203125,21235.65234375,209800.3125,24733.251953125,136809.828125,302516.625,-15180.431640625,-19614.79296875,0.0
-28599.1875,21931.015625,216600.171875,26298.724609375,138942.515625,308496.625,-15053.294921875,-19164.65234375,0.0
-28767.630859375,21094.76953125,214694.875,24849.056640625,137370.609375,308019.4375,-15235.953125,-19634.171875,0.0
-28882.294921875,20304.322265625,208195.484375,23164.02734375,135128.21875,302130.0,-15395.2763671875,-20151.1015625,0.0
-28768.3671875,20866.4453125,208112.125,24030.3125,135938.78125,301281.9375,-15253.7900390625,-19834.064453125,0.0
-28623.796875,21885.41796875,215355.703125,26150.0625,138660.078125,307222.96875,-15066.4375,-19208.974609375,0.0
-28743.423828125,21358.498046875,216079.828125,25367.125,137967.46875,309025.28125,-15190.4892578125,-19481.689453125,0.0
-28883.837890625,20396.12109375,209729.5625,23448.2734375,135539.9375,303663.0,-15392.326171875,-20087.3984375,0.0
-28819.8671875,20572.20703125,207026.234375,23546.509765625,135389.46875,300551.90625,-15325.8740234375,-20015.984375,0.0
-28621.31640625,21740.443359375,213526.171875,25781.52734375,138153.28125,305584.875,-15087.3583984375,-19302.8515625,0.0
-28679.38671875,21628.259765625,216951.015625,25812.9765625,138479.171875,309462.40625,-15122.5625,-19317.3359375,0.0
-28842.53125,20361.38671875,206760.296875,23247.578125,135091.671875,300507.0625,-15356.65234375,-20128.771484375,0.0
-28641.56640625,21451.90625,211384.828125,25187.484375,137370.0,303780.5,-15129.1337890625,-19467.00390625,0.0
-28620.98046875,21825.873046875,217084.984375,26123.240234375,138771.921875,309170.71875,-15072.875,-19207.96875,0.0
-28796.12890625,20856.58984375,213466.6875,24358.34765625,136734.046875,307020.46875,-15281.4833984375,-19775.859375,0.0
-28867.275390625,20280.3828125,207346.21875,23093.216796875,134950.390625,301193.5,-15374.154296875,-20162.90234375,0.0
-28704.732421875,21123.669921875,209368.875,24542.546875,136523.90625,302150.25,-15176.7431640625,-19664.8828125,0.0
-28597.2421875,21913.71484375,216422.015625,26244.07421875,138803.375,308237.71875,-15029.490234375,-19160.830078125,0.0
-28868.4140625,20305.931640625,208556.84375,23211.232421875,135149.734375,302435.375,-15364.1630859375,-20130.515625,0.0
-28759.986328125,20782.89453125,207774.375,23947.767578125,135795.75,300953.09375,-15234.4775390625,-19863.904296875,0.0
-28593.95703125,21856.115234375,214993.0,26100.509765625,138545.078125,306794.75,-15031.166015625,-19195.765625,0.0
-28710.833984375,21411.470703125,216391.765625,25489.904296875,138071.328125,309131.03125,-15136.107421875,-19416.98046875,0.0
-28869.017578125,20421.1328125,210230.8125,23532.5625,135609.671875,304045.96875,-15347.0634765625,-20037.845703125,0.0
-28828.181640625,20482.287109375,206908.21875,23432.515625,135223.296875,300391.65625,-15318.8330078125,-20041.197265625,0.0
-28621.986328125,21659.91015625,212987.25,25676.048828125,137960.03125,304982.84375,-15078.0380859375,-19333.09375,0.0
-28658.53125,21672.8515625,217000.5,25980.14453125,138624.0,309243.0625,-15089.3037109375,-19278.17578125,0.0
-28828.3828125,20643.21875,212050.140625,24014.0859375,136267.078125,305677.28125,-15310.25,-19890.591796875,0.0
