1-31,CP3,C3,F5,PO3,PO4,F6,C4,CP4,Marker
16.0,107366.078125,100585.5234375,103926.1484375,83766.796875,103065.6953125,108172.21875,118970.65625,108550.40625,0
17.0,181585.75,174186.203125,175594.234375,159392.421875,165660.40625,174054.640625,177994.46875,182517.6875,0
18.0,525165.3125,518124.1875,518281.25,472301.40625,496191.78125,517062.71875,522951.5,526939.8125,0
19.0,481603.4375,469862.59375,470793.25,391151.84375,439377.28125,473288.0,489519.5,484377.4375,0
20.0,182551.015625,173104.0,176748.921875,141802.828125,170491.53125,181716.90625,196248.109375,184308.0,0
21.0,99470.328125,93775.9921875,95443.9296875,85416.7578125,90867.8125,95287.21875,99330.109375,100145.4375,0
22.0,465340.0,457392.9375,457925.78125,420738.5625,438018.21875,455898.03125,460900.125,466959.25,0
23.0,524009.6875,514323.15625,514599.84375,438822.0,483648.40625,516113.40625,529326.0625,526516.25,0
24.0,273393.46875,261479.703125,264859.4375,212613.609375,250419.21875,269700.6875,287117.8125,275707.875,0
25.0,60382.9609375,55783.44140625,57899.1015625,49923.3515625,57459.5546875,59451.56640625,64711.04296875,60978.078125,0
26.0,372836.96875,364184.71875,365123.21875,335588.8125,347758.0,362715.65625,367284.65625,374270.21875,0
27.0,547115.5625,539232.25,539216.8125,472894.09375,511138.90625,539776.25,549775.8125,549336.8125,0
28.0,361530.53125,348398.78125,350986.625,283435.125,328158.5625,355164.5625,373702.125,364244.0625,0
29.0,70171.078125,64890.6171875,67711.5625,55462.91796875,68544.5859375,70959.1171875,78979.921875,70999.6171875,0
30.0,263256.8125,254888.046875,256109.515625,234058.28125,242387.546875,253924.1875,258120.90625,264435.6875,0
31.0,546520.1875,539591.25,539565.5625,484949.28125,515074.53125,539107.625,546375.4375,548447.9375,0
0.0,435523.21875,422667.25,424283.625,346895.84375,395187.5,427550.21875,445442.21875,438340.21875,0
1.0,121481.0,114090.9765625,117570.34375,94543.78125,115920.3125,122086.5078125,133771.359375,122766.3125,0
2.0,159497.5625,152471.109375,153942.5,139378.4375,145278.90625,152673.609375,156595.75,160369.671875,0
3.0,514597.5,507391.65625,507616.625,463822.0625,486079.5625,506163.40625,511802.5,516344.8125,0
