1-31,CP3,C3,F5,PO3,PO4,F6,C4,CP4,Marker
15.0,-161084.5625,513135.5625,513634.84375,49954.46484375,513477.875,513593.34375,513388.875,-145078.46875,0
17.0,-161668.9375,487539.90625,488037.90625,-45424.1484375,487888.3125,488006.6875,487788.21875,-145530.625,0
18.0,-164956.0625,501180.34375,501680.90625,10331.265625,501526.9375,501644.03125,501432.0625,-149279.953125,0
19.0,-162444.90625,513977.09375,514476.59375,54911.25390625,514320.15625,514435.28125,514230.96875,-146589.09375,0
20.0,-158058.953125,502283.75,502782.15625,5820.05810546875,502627.40625,502744.125,502534.59375,-141697.8125,0
22.0,-164569.015625,496063.34375,496562.78125,-9463.705078125,496410.625,496527.78125,496313.125,-148820.5625,0
23.0,-163576.796875,512744.09375,513243.25,51856.48828125,513087.59375,513202.6875,512997.5,-147854.15625,0
24.0,-158838.140625,507218.9375,507718.03125,25057.197265625,507561.84375,507678.125,507471.46875,-142579.390625,0
25.0,-159001.421875,489938.0625,490436.15625,-39578.07421875,490284.8125,490403.21875,490186.625,-142644.96875,0
27.0,-164427.59375,509614.28125,510114.78125,41327.8125,509959.0,510075.03125,509868.03125,-148764.5,0
28.0,-160008.453125,511199.46875,511699.28125,41374.953125,511542.125,511658.0,511452.9375,-143876.578125,0
29.0,-158112.265625,493659.375,494157.3125,-26525.4375,494004.96875,494122.1875,493908.21875,-141697.140625,0
30.0,-162668.0625,488659.3125,489157.6875,-40072.8046875,489007.53125,489125.4375,488907.4375,-146639.78125,0
31.0,-164848.5,505116.96875,505617.375,25035.404296875,505462.15625,505578.90625,505369.15625,-149200.96875,0
1.0,-157798.71875,498433.625,498932.53125,-8906.0068359375,498778.21875,498895.03125,498684.28125,-141385.34375,0
2.0,-161237.78125,487476.1875,487974.34375,-46135.46875,487824.6875,487942.5625,487724.375,-145072.4375,0
3.0,-164806.125,499933.53125,500434.09375,5500.80859375,500280.71875,500397.21875,500184.78125,-149129.40625,0
4.0,-162638.15625,513901.59375,514401.6875,54995.140625,514244.3125,514360.0625,514156.0,-146830.890625,0
5.0,-158096.578125,503600.84375,504099.78125,10832.0341796875,503944.03125,504060.90625,503852.5625,-141761.921875,0
8.0,-163723.3125,512189.0625,512689.4375,50066.6484375,512533.40625,512648.125,512443.0625,-148016.15625,0
9.0,-159005.375,508376.65625,508876.34375,29655.0390625,508719.90625,508835.5625,508629.1875,-142772.25,0
10.0,-158661.3125,490780.625,491278.4375,-36763.62890625,491127.09375,491244.90625,491029.0625,-142282.203125,0
11.0,-163486.078125,490829.78125,491329.125,-30757.560546875,491178.25,491296.125,491079.21875,-147563.734375,0
13.0,-160266.6875,511989.03125,512488.40625,44637.1875,512332.03125,512448.03125,512242.84375,-144175.84375,0
14.0,-157922.828125,494789.5625,495287.71875,-22476.84375,495134.96875,495252.9375,495039.21875,-141507.78125,0
15.0,-162257.75,488235.65625,488733.96875,-42073.0625,488584.15625,488702.09375,488484.3125,-146191.25,0
16.0,-164804.515625,503909.15625,504409.53125,20494.625,504255.28125,504371.6875,504161.28125,-149145.84375,0
17.0,-161616.96875,513874.4375,514373.875,53490.01953125,514217.21875,514332.625,514128.78125,-145684.109375,0
19.0,-160859.25,487509.875,488007.40625,-46587.7578125,487858.40625,487976.5,487758.5,-144656.03125,0
20.0,-164693.9375,498685.40625,499186.125,607.98974609375,499033.625,499150.125,498937.40625,-148986.390625,0
21.0,-162907.453125,513684.125,514184.5,54454.9453125,514028.1875,514143.25,513938.8125,-147122.921875,0
22.0,-158266.359375,504853.375,505352.65625,15590.8095703125,505196.75,505313.5,505105.625,-141946.59375,0
24.0,-164168.5625,493808.84375,494307.78125,-18656.91015625,494157.5,494274.0,494058.75,-148344.796875,0
25.0,-163934.796875,511465.6875,511965.71875,47548.390625,511810.0625,511925.59375,511719.46875,-148247.03125,0
26.0,-159255.953125,509406.34375,509905.78125,33814.54296875,509749.0,509864.53125,509659.21875,-143065.9375,0
27.0,-158383.765625,491651.125,492148.75,-33722.9453125,491996.65625,492114.21875,491899.90625,-142004.453125,0
29.0,-164565.59375,507574.53125,508075.03125,33958.77734375,507919.9375,508035.1875,507827.65625,-148945.140625,0
30.0,-160541.203125,512637.75,513137.5,47513.92578125,512979.78125,513095.59375,512891.21875,-144521.921875,0
31.0,-157768.265625,495960.75,496459.0625,-18214.14453125,496305.375,496422.78125,496210.0625,-141371.921875,0
0.0,-161842.953125,487903.53125,488401.15625,-43734.35546875,488251.5,488369.25,488151.71875,-145761.4375,0
2.0,-161873.859375,514035.03125,514534.40625,54534.671875,514377.9375,514493.5625,514289.84375,-146013.890625,0
3.0,-157765.59375,501023.625,501521.53125,822.4323120117188,501367.15625,501484.03125,501274.40625,-141418.0625,0
7.0,-158393.09375,506098.25,506596.78125,20517.9609375,506441.15625,506557.625,506350.03125,-142125.15625,0
8.0,-159118.5,489319.15625,489816.15625,-41670.80078125,489665.96875,489783.96875,489567.71875,-142801.75,0
9.0,-163854.734375,492810.65625,493309.40625,-22662.318359375,493159.0625,493275.9375,493060.34375,-148020.59375,0
10.0,-164035.25,510683.28125,511183.375,44895.3515625,511028.0625,511143.8125,510936.75,-148376.984375,0
12.0,-158114.75,492658.84375,493156.59375,-30190.9453125,493005.03125,493122.3125,492907.75,-141732.421875,0
13.0,-162786.75,489399.46875,489898.03125,-36950.984375,489747.4375,489865.59375,489647.90625,-146818.484375,0
14.0,-164574.578125,506462.15625,506962.59375,29829.583984375,506807.15625,506923.625,506715.40625,-148954.0625,0
15.0,-160823.578125,513200.9375,513700.09375,49941.859375,513542.84375,513658.65625,513454.875,-144838.34375,0
18.0,-164712.25,501383.84375,501884.09375,10828.48046875,501730.65625,501847.53125,501635.71875,-149053.4375,0
19.0,-162192.3125,514080.625,514580.125,54993.53125,514423.21875,514538.9375,514334.84375,-146356.546875,0
20.0,-157872.078125,502317.9375,502816.90625,5649.93896484375,502661.59375,502778.125,502569.25,-141534.0625,0
21.0,-160079.46875,487918.5625,488416.375,-45902.05078125,488266.25,488384.40625,488166.25,-143852.296875,0
23.0,-163342.4375,512856.75,513356.5625,52021.9140625,513200.875,513315.78125,513110.46875,-147653.859375,0
24.0,-158626.984375,507229.40625,507728.96875,24882.25,507572.84375,507689.0,507482.125,-142406.859375,0
25.0,-158856.578125,489989.5,490487.1875,-39575.79296875,490336.84375,490454.125,490238.0625,-142542.90625,0
26.0,-163643.046875,491822.375,492321.53125,-26759.86328125,492171.28125,492288.5,492071.6875,-147802.59375,0
28.0,-159799.703125,511228.5625,511728.125,41211.203125,511571.75,511686.90625,511481.84375,-143725.90625,0
29.0,-157958.375,493667.40625,494165.5,-26676.71484375,494013.75,494130.90625,493916.53125,-141602.265625,0
30.0,-162512.296875,488766.15625,489264.5,-39789.56640625,489115.03125,489232.78125,489014.65625,-146536.328125,0
0.0,-161159.1875,513587.25,514086.25,51846.83203125,513929.625,514045.5,513840.84375,-145240.75,0
1.0,-157667.359375,498399.09375,498897.78125,-9199.10546875,498743.4375,498860.84375,498649.53125,-141311.90625,0
2.0,-161143.09375,487524.21875,488022.3125,-46070.16015625,487872.21875,487990.3125,487772.71875,-145021.40625,0
3.0,-164672.078125,500053.6875,500554.375,5845.0029296875,500400.5625,500517.84375,500305.59375,-149023.265625,0
5.0,-157979.09375,503568.90625,504067.75,10607.130859375,503912.65625,504029.59375,503820.375,-141673.34375,0
6.0,-159706.90625,488288.375,488785.46875,-44800.87109375,488635.90625,488754.125,488536.21875,-143457.875,0
7.0,-164184.3125,495084.96875,495585.0625,-13595.916015625,495433.09375,495550.375,495335.125,-148437.53125,0
8.0,-163546.15625,512280.34375,512780.625,50241.796875,512624.65625,512740.0625,512534.46875,-147876.28125,0
9.0,-158845.640625,508360.9375,508860.375,29458.298828125,508703.8125,508819.875,508613.46875,-142657.109375,0
11.0,-163365.96875,490952.0625,491451.21875,-30498.728515625,491301.21875,491418.09375,491201.3125,-147500.984375,0
12.0,-164320.96875,508772.53125,509273.65625,38066.3125,509118.40625,509233.875,509026.28125,-148734.59375,0
13.0,-160094.6875,511991.84375,512491.75,44465.2578125,512334.71875,512450.1875,512245.46875,-144072.3125,0
15.0,-162147.71875,488341.46875,488839.15625,-41842.9296875,488689.15625,488807.375,488589.3125,-146147.734375,0
16.0,-164660.078125,504041.9375,504542.5,20753.32421875,504388.125,504504.8125,504294.125,-149066.78125,0
17.0,-161469.59375,513912.78125,514413.5,53385.94921875,514256.375,514371.65625,514166.9375,-145599.421875,0
18.0,-157661.515625,499703.78125,500203.09375,-4371.330078125,500048.78125,500165.875,499954.15625,-141324.046875,0
22.0,-158121.984375,504851.0,505350.1875,15433.2294921875,505195.15625,505310.625,505102.59375,-141868.34375,0
23.0,-159363.25,488764.65625,489262.34375,-43518.03515625,489111.9375,489229.75,489012.5,-143118.046875,0
24.0,-163976.640625,493964.25,494463.75,-18185.845703125,494312.15625,494429.625,494213.84375,-148226.84375,0
26.0,-159078.0625,509407.8125,509907.5,33628.80078125,509751.46875,509867.625,509660.5625,-142945.109375,0
27.0,-158270.3125,491699.6875,492197.8125,-33782.55859375,492046.46875,492164.3125,491948.3125,-141941.5625,0
28.0,-163017.21875,490192.875,490692.09375,-33768.67578125,490541.6875,490659.125,490441.3125,-147128.484375,0
29.0,-164380.453125,507716.5625,508217.53125,34166.1796875,508062.4375,508178.15625,507969.34375,-148799.640625,0
30.0,-160376.859375,512665.09375,513165.46875,47306.1875,513008.75,513123.9375,512918.5,-144394.109375,0
31.0,-157682.109375,495959.625,496458.59375,-18494.3671875,496305.21875,496422.5,496209.53125,-141335.046875,0
0.0,-161784.078125,487988.03125,488486.65625,-43708.67578125,488336.375,488455.0,488236.875,-145753.390625,0
1.0,-164630.296875,502760.84375,503262.125,15880.5546875,503107.5,503224.59375,503013.03125,-149044.3125,0
4.0,-160359.828125,487699.28125,488197.78125,-46431.38671875,488047.25,488165.875,487947.46875,-144215.140625,0
8.0,-159008.125,489340.1875,489838.15625,-41691.65234375,489687.21875,489805.28125,489588.3125,-142761.78125,0
9.0,-163711.71875,492914.3125,493414.75,-22397.18359375,493262.9375,493380.46875,493164.15625,-147950.3125,0
10.0,-163871.578125,510743.8125,511245.0,44926.8671875,511089.03125,511204.96875,510997.90625,-148284.25,0
11.0,-159345.140625,510343.65625,510843.875,37407.359375,510687.03125,510803.4375,510597.1875,-143265.234375,0
12.0,-158041.046875,492638.375,493136.9375,-30469.759765625,492984.59375,493102.75,492887.4375,-141724.03125,0
14.0,-164420.625,506561.9375,507062.84375,30083.388671875,506908.28125,507024.53125,506814.71875,-148857.703125,0
15.0,-160660.765625,513181.28125,513681.78125,49717.828125,513524.8125,513640.40625,513435.75,-144744.46875,0
17.0,-161369.46875,487758.375,488257.25,-44973.73828125,488106.71875,488225.0,488006.6875,-145332.40625,0
19.0,-162024.0,514105.15625,514605.0,54891.47265625,514447.96875,514563.6875,514359.25,-146260.390625,0
21.0,-159964.734375,487971.34375,488468.6875,-45838.88671875,488319.15625,488437.78125,488219.3125,-143791.140625,0
23.0,-163175.0,512939.6875,513439.78125,52141.875,513283.8125,513399.75,513193.875,-147524.3125,0
24.0,-158464.171875,507230.125,507729.625,24720.580078125,507573.46875,507689.59375,507482.53125,-142288.375,0
25.0,-158682.171875,490043.6875,490541.21875,-39483.390625,490390.875,490508.5,490292.25,-142416.25,0
26.0,-163447.640625,491974.65625,492473.5,-26359.744140625,492323.15625,492440.21875,492223.84375,-147653.734375,0
29.0,-157797.90625,493701.34375,494200.15625,-26730.224609375,494047.34375,494165.21875,493950.90625,-141479.421875,0
30.0,-162329.375,488923.3125,489421.875,-39377.4453125,489271.875,489390.09375,489172.4375,-146391.078125,0
31.0,-164433.96875,505399.53125,505900.09375,25734.185546875,505745.9375,505862.34375,505652.53125,-148875.40625,0
1.0,-157488.984375,498426.90625,498926.0,-9270.8544921875,498772.1875,498889.59375,498677.90625,-141165.125,0
2.0,-160963.984375,487657.71875,488156.0625,-45771.16015625,488006.21875,488124.8125,487906.4375,-144880.328125,0
3.0,-164458.90625,500230.3125,500730.46875,6265.70751953125,500577.71875,500694.65625,500482.5,-148843.5625,0
4.0,-162270.296875,514021.75,514521.375,55001.2421875,514365.15625,514481.0,514276.5625,-146525.125,0
5.0,-157809.984375,503575.21875,504074.84375,10331.5341796875,503919.09375,504036.6875,503827.6875,-141548.8125,0
7.0,-164017.34375,495226.5,495726.46875,-13287.2607421875,495574.65625,495691.9375,495476.8125,-148319.046875,0
8.0,-163348.734375,512374.875,512875.375,50322.46484375,512718.9375,512834.8125,512628.875,-147725.875,0
9.0,-158656.421875,508363.96875,508864.0625,29219.046875,508707.4375,508823.5,508617.3125,-142520.25,0
12.0,-164103.84375,508891.21875,509392.34375,38320.18359375,509237.4375,509353.375,509145.03125,-148542.140625,0
13.0,-159880.578125,512020.90625,512521.25,44333.76171875,512364.5,512480.34375,512275.375,-143891.53125,0
14.0,-157615.984375,494821.96875,495321.25,-22722.669921875,495167.90625,495285.65625,495072.0,-141308.21875,0
17.0,-161252.734375,513957.4375,514457.21875,53368.1796875,514300.5625,514416.1875,514211.65625,-145428.296875,0
18.0,-157478.65625,499720.15625,500218.96875,-4490.75537109375,500064.6875,500181.625,499970.59375,-141198.453125,0
19.0,-160558.90625,487703.90625,488201.53125,-46068.01171875,488051.9375,488169.5625,487951.6875,-144479.609375,0
21.0,-162503.515625,513836.28125,514336.65625,54592.54296875,514179.875,514295.75,514090.75,-146827.9375,0
22.0,-157924.4375,504852.625,505352.78125,15149.18359375,505196.34375,505313.09375,505105.09375,-141722.5,0
23.0,-159186.828125,488844.0625,489342.28125,-43464.125,489191.21875,489309.4375,489092.6875,-142995.203125,0
24.0,-163761.40625,494134.1875,494634.15625,-17744.0859375,494482.25,494599.53125,494384.5625,-148062.765625,0
25.0,-163514.640625,511684.0625,512184.84375,47962.25390625,512028.65625,512144.34375,511938.34375,-147942.203125,0
27.0,-158095.765625,491735.5625,492234.15625,-33803.74609375,492081.8125,492199.15625,491984.71875,-141829.71875,1
28.0,-162837.921875,490320.625,490819.5,-33423.609375,490668.5,490785.78125,490568.78125,-147003.96875,0
29.0,-164168.6875,507847.84375,508348.625,34543.296875,508193.03125,508309.0625,508100.5,-148633.9375,0
30.0,-160166.03125,512695.28125,513194.96875,47288.08203125,513037.71875,513153.375,512948.59375,-144231.15625,0
0.0,-161582.234375,488114.90625,488613.53125,-43336.44921875,488463.53125,488581.1875,488363.40625,-145607.671875,0
3.0,-157484.765625,501001.90625,501501.1875,362.70172119140625,501346.15625,501463.4375,501252.75,-141227.5625,0
4.0,-160164.09375,487823.46875,488320.90625,-46073.578125,488171.03125,488289.25,488071.3125,-144058.890625,0
5.0,-164158.640625,497743.375,498242.84375,-3421.828125,498090.3125,498206.96875,497993.46875,-148549.65625,0
6.0,-162721.375,513496.71875,513996.875,53698.359375,513840.3125,513955.375,513750.71875,-147076.984375,0
8.0,-158829.828125,489434.625,489932.09375,-41558.21484375,489781.6875,489898.71875,489682.78125,-142611.640625,0
9.0,-163510.609375,493106.8125,493606.125,-21870.732421875,493454.5625,493572.0,493356.34375,-147769.0,0
10.0,-163661.28125,510903.40625,511403.78125,45309.41796875,511247.875,511363.6875,511156.875,-148088.109375,0
11.0,-159133.046875,510400.78125,510900.59375,37446.72265625,510743.75,510859.75,510653.84375,-143083.3125,0
12.0,-157835.734375,492717.5625,493215.1875,-30329.94921875,493063.4375,493181.0625,492966.34375,-141559.21875,0
14.0,-164195.578125,506738.96875,507239.53125,30469.15625,507084.8125,507201.09375,506992.21875,-148664.1875,0
16.0,-157369.703125,497211.28125,497709.625,-14035.5302734375,497555.875,497673.34375,497461.40625,-141082.3125,0
17.0,-161167.765625,487901.0,488399.0,-44632.828125,488249.40625,488367.28125,488148.96875,-145159.078125,0
18.0,-164320.703125,501687.28125,502187.90625,11608.869140625,502034.09375,502150.375,501938.875,-148767.3125,0
20.0,-157507.765625,502324.25,502823.40625,5358.2490234375,502667.96875,502784.3125,502575.5,-141266.71875,0
21.0,-159766.046875,488080.3125,488577.71875,-45567.17578125,488427.375,488545.71875,488327.875,-143636.515625,0
22.0,-164000.390625,496554.40625,497054.5,-8181.20703125,496901.75,497018.96875,496804.53125,-148362.09375,0
23.0,-162916.375,513050.59375,513550.90625,52406.07421875,513394.3125,513509.59375,513304.46875,-147300.34375,0
26.0,-163231.796875,492146.53125,492645.625,-25846.50390625,492495.6875,492612.6875,492395.84375,-147479.390625,0
27.0,-163758.859375,510021.65625,510522.0,42213.20703125,510367.65625,510482.90625,510275.4375,-148222.015625,0
28.0,-159376.59375,511286.90625,511786.46875,41077.16015625,511630.84375,511746.5625,511540.375,-143374.59375,0
29.0,-157617.0,493755.71875,494254.75,-26666.58984375,494102.53125,494220.46875,494005.5625,-141337.46875,0
31.0,-164204.640625,505561.53125,506062.5,26122.5703125,505907.875,506024.40625,505814.53125,-148684.09375,0
0.0,-160713.0,513699.96875,514199.53125,51807.13671875,514042.75,514158.6875,513954.4375,-144871.078125,0
1.0,-157277.5625,498472.3125,498970.40625,-9303.7109375,498817.1875,498934.53125,498723.375,-141005.53125,0
3.0,-164208.328125,500425.90625,500926.125,6840.57177734375,500773.3125,500889.71875,500677.28125,-148638.4375,0
5.0,-157584.546875,503624.03125,504123.40625,10299.548828125,503968.5625,504085.03125,503876.625,-141369.453125,0
6.0,-159346.421875,488470.6875,488968.59375,-44502.33984375,488819.1875,488936.71875,488719.59375,-143195.296875,0
7.0,-163763.875,495414.9375,495915.03125,-12751.958984375,495763.8125,495880.5625,495665.78125,-148114.53125,0
8.0,-163081.65625,512488.75,512989.3125,50543.48046875,512833.40625,512948.75,512743.625,-147509.21875,0
10.0,-158144.78125,490928.34375,491426.4375,-36623.75390625,491275.09375,491392.03125,491177.375,-141916.625,0
11.0,-162912.609375,491275.21875,491774.78125,-29501.21484375,491623.6875,491740.78125,491524.46875,-147136.390625,0
12.0,-163836.375,509052.6875,509554.0625,38789.5703125,509398.28125,509514.15625,509306.84375,-148319.78125,0
13.0,-159625.171875,512080.71875,512581.21875,44389.484375,512424.03125,512539.84375,512335.65625,-143675.953125,0
16.0,-164181.703125,504345.0,504846.25,21514.6015625,504691.8125,504808.5625,504598.46875,-148673.90625,0
17.0,-160991.609375,514016.375,514516.625,53339.078125,514359.375,514475.25,514271.0625,-145208.421875,0
18.0,-157262.875,499746.21875,500245.65625,-4630.29736328125,500090.625,500208.59375,499997.21875,-141025.515625,0
19.0,-160387.453125,487799.6875,488297.34375,-45946.44140625,488147.5625,488266.4375,488047.65625,-144348.171875,0
